{1.41, 0}
{1.455, 1}
{1.5, 0}
{1.545, 0}
{1.59, 1}
{1.635, 1}
{1.68, 7}
{1.725, 8}
{1.77, 20}
{1.815, 11}
{1.86, 19}
{1.905, 26}
{1.95, 32}
{1.995, 35}
{2.04, 30}
{2.085, 41}
{2.13, 25}
{2.175, 25}
{2.22, 21}
{2.265, 17}
{2.31, 9}
{2.355, 7}
{2.4, 9}
{2.445, 6}
{2.49, 3}
{2.535, 0}
{2.58, 0}
{2.625, 1}
{2.67, 1}
{2.715, 0}
{2.76, 0}
{2.805, 0}
{2.85, 0}
{2.895, 0}
{2.94, 0}
{2.985, 0}
{3.03, 0}
{3.075, 0}
{3.12, 0}
{3.165, 0}
