{-8., -0.0012741383403233333}
{-7.899999999999987, -0.0007534496141746752}
{-7.799999999999994, 0.0017667779673518661}
{-7.7000000000000055, 0.001988551729752144}
{-7.600000000000012, 0.0015827809022405017}
{-7.5, 0.0013636995875628173}
{-7.399999999999987, 0.0011892637657080932}
{-7.299999999999996, 0.0008682045156683832}
{-7.200000000000002, 0.001639439087250701}
{-7.100000000000011, 0.00330779657710288}
{-7., 0.001724361669605147}
{-6.899999999999989, 0.003041583161789917}
{-6.799999999999999, 0.0031249276388373975}
{-6.699999999999999, 0.0020448347899843715}
{-6.600000000000011, 0.0019373829453609792}
{-6.5, 0.0008308917553841828}
{-6.399999999999989, 0.002767932910786392}
{-6.3000000000000025, 0.0023894601874058}
{-6.199999999999996, 0.0037426452999585426}
{-6.100000000000009, 0.0032562827052069437}
{-6., 0.003988099801174741}
{-5.89999999999999, 0.0025623269515667128}
{-5.800000000000007, 0.0031402510993666587}
{-5.699999999999991, 0.0026548568734098897}
{-5.600000000000009, 0.002718250858634036}
{-5.5, 0.002071208223985385}
{-5.3999999999999915, 0.002793860755925254}
{-5.300000000000008, 0.002995745224446692}
{-5.199999999999992, 0.0027076988633627144}
{-5.100000000000008, 0.0023511499664390354}
{-5., 0.0030866903964433426}
{-4.899999999999993, 0.0022420415535868215}
{-4.800000000000008, 0.0012022203128743282}
{-4.699999999999993, 0.0017110682257639826}
{-4.600000000000006, 0.0014236519018351209}
{-4.5, 0.0014934363621978484}
{-4.399999999999994, 0.002707361270464354}
{-4.300000000000007, 0.003237472133426954}
{-4.199999999999993, 0.0041679936146650515}
{-4.100000000000004, 0.0029273617835715174}
{-4., 0.003363953679921849}
{-3.899999999999997, 0.0028151996543425363}
{-3.800000000000006, 0.004640650896367954}
{-3.6999999999999935, 0.0026042089912712858}
{-3.600000000000001, 0.0033784130308986545}
{-3.5, 0.0042688713757895545}
{-3.3999999999999995, 0.0037412725197680085}
{-3.3000000000000056, 0.002832781419893668}
{-3.1999999999999944, 0.0035977967228898867}
{-3.099999999999998, 0.0041264397792762616}
{-3., 0.0024276591315654543}
{-2.9000000000000035, 0.0041552637621289435}
{-2.8000000000000047, 0.005616128649988047}
{-2.6999999999999957, 0.005363406556249172}
{-2.599999999999996, 0.005409367387857266}
{-2.5, 0.00616246454121239}
{-2.4000000000000035, 0.007425365788785578}
{-2.300000000000003, 0.007702236580894759}
{-2.199999999999997, 0.00720896584498264}
{-2.0999999999999965, 0.007947399316846508}
{-2., 0.007989943839337734}
{-1.900000000000003, 0.00875314237110824}
{-1.8000000000000005, 0.01039041562383225}
{-1.6999999999999997, 0.010216716521759537}
{-1.5999999999999972, 0.01272837005244179}
{-1.5, 0.013023885810479778}
{-1.4000000000000021, 0.014333555268814847}
{-1.299999999999998, 0.014760003326678005}
{-1.2000000000000017, 0.015152605556461314}
{-1.0999999999999985, 0.01554051193624435}
{-1., 0.018738460731240025}
