{1.41, 0}
{1.455, 0}
{1.5, 0}
{1.545, 0}
{1.59, 0}
{1.635, 2}
{1.68, 0}
{1.725, 1}
{1.77, 0}
{1.815, 7}
{1.86, 0}
{1.905, 4}
{1.95, 2}
{1.995, 7}
{2.04, 11}
{2.085, 20}
{2.13, 25}
{2.175, 23}
{2.22, 20}
{2.265, 15}
{2.31, 16}
{2.355, 21}
{2.4, 29}
{2.445, 18}
{2.49, 10}
{2.535, 9}
{2.58, 13}
{2.625, 11}
{2.67, 7}
{2.715, 2}
{2.76, 1}
{2.805, 3}
{2.85, 2}
{2.895, 0}
{2.94, 0}
{2.985, 0}
{3.03, 0}
{3.075, 0}
{3.12, 0}
{3.165, 0}
