{1.41, 0.038461538461538464}
{1.455, 0.04807692307692308}
{1.5, 0.09615384615384616}
{1.545, 0.07211538461538462}
{1.59, 0.10096153846153846}
{1.635, 0.13942307692307693}
{1.68, 0.15865384615384617}
{1.725, 0.1826923076923077}
{1.77, 0.1778846153846154}
{1.815, 0.16826923076923078}
{1.86, 0.20192307692307693}
{1.905, 0.20673076923076925}
{1.95, 0.2451923076923077}
{1.995, 0.19711538461538464}
{2.04, 0.11538461538461539}
{2.085, 0.08653846153846154}
{2.13, 0.08173076923076923}
{2.175, 0.07211538461538462}
{2.22, 0.0625}
{2.265, 0.02403846153846154}
{2.31, 0.014423076923076924}
{2.355, 0.004807692307692308}
{2.4, 0.009615384615384616}
{2.445, 0.03365384615384616}
{2.49, 0.014423076923076924}
{2.535, 0.009615384615384616}
{2.58, 0.014423076923076924}
{2.625, 0.}
{2.67, 0.}
{2.715, 0.}
{2.76, 0.}
{2.805, 0.009615384615384616}
{2.85, 0.}
{2.895, 0.}
{2.94, 0.}
{2.985, 0.}
{3.03, 0.}
{3.075, 0.}
{3.12, 0.}
{3.165, 0.}
