{-3., 0.07067188918872548}
{-2.9666666666666797, 0.05881945280058091}
{-2.933333333333325, 0.04205644862092574}
{-2.9000000000000044, 0.05207759523731669}
{-2.8666666666666525, 0.039561150109472594}
{-2.8333333333333335, 0.036406376121873266}
{-2.799999999999977, 0.03206776967099081}
{-2.7666666666666564, 0.0303993613485155}
{-2.7333333333333436, 0.012169496524587884}
{-2.700000000000022, -0.003502515106584243}
{-2.666666666666662, 0.009183778203917381}
{-2.633333333333339, 0.004385236804062567}
{-2.600000000000006, -0.0007657209181741573}
{-2.566666666666684, 0.005173972370931131}
{-2.533333333333323, -0.0054973962029359015}
{-2.5, -0.011157798406414116}
{-2.4666666666666766, -0.00352054169319614}
{-2.4333333333333114, -0.010146380578205912}
{-2.3999999999999857, -0.024101893006028944}
{-2.366666666666672, -0.017989782340845015}
{-2.333333333333348, -0.014157813368798225}
{-2.299999999999982, -0.02226828101926642}
{-2.266666666666657, -0.03371020666836999}
{-2.2333333333333427, -0.042379157120084575}
{-2.200000000000017, -0.03710763930729499}
{-2.1666666666666536, -0.04966396686778729}
{-2.133333333333327, -0.05094324174969823}
{-2.100000000000015, -0.058125828510588895}
{-2.0666666666666877, -0.04958636342521288}
{-2.033333333333328, -0.03902239421941134}
{-2., -0.045583544011731765}
{-1.9666666666666714, -0.04699138689333155}
{-1.9333333333333143, -0.053031745318868506}
{-1.8999999999999857, -0.07002824866493504}
{-1.8666666666666725, -0.05330878324692108}
{-1.833333333333342, -0.05102331456353056}
{-1.7999999999999896, -0.04234264193299032}
{-1.7666666666666586, -0.05235941401321196}
{-1.7333333333333412, -0.04139436606572277}
{-1.7000000000000084, -0.04551083076843683}
{-1.666666666666661, -0.052357428839544924}
{-1.6333333333333278, -0.04873631837424939}
{-1.6000000000000127, -0.05477441977263915}
{-1.5666666666666775, -0.05409792444680326}
{-1.5333333333333359, -0.05625959230519242}
{-1.5, -0.04950507973990516}
{-1.4666666666666626, -0.05220112374481876}
{-1.4333333333333262, -0.07884349563493934}
{-1.3999999999999886, -0.06374961328409395}
{-1.3666666666666718, -0.05903703401598362}
{-1.333333333333331, -0.0776439199158958}
{-1.300000000000003, -0.0577460822021403}
{-1.2666666666666615, -0.04893886904813628}
{-1.2333333333333383, -0.034013295596508494}
{-1.1999999999999929, -0.024224278059154152}
{-1.166666666666674, -0.026376221372834907}
{-1.1333333333333284, -0.01764295627036894}
{-1.1000000000000085, -0.029891276885190127}
{-1.0666666666666635, -0.038721562707526844}
{-1.0333333333333439, -0.04146068511420979}
{-1., -0.0322922667307467}
{-0.9666666666666571, -0.023969155710999536}
{-0.9333333333333362, -0.015729712020299238}
{-0.8999999999999948, -0.02566478955608953}
{-0.8666666666666706, -0.02425238486627894}
{-0.8333333333333305, -0.016025218814580893}
{-0.8000000000000064, -0.0031689278826078486}
{-0.7666666666666679, -0.01908345603329468}
{-0.7333333333333313, -0.01837093608565202}
{-0.6999999999999943, -0.01849249980299056}
{-0.6666666666666655, -0.023644778968501767}
{-0.6333333333333308, -0.016520384038230855}
{-0.5999999999999964, -0.019758010547979817}
{-0.5666666666666642, -0.03348498284200567}
{-0.5333333333333318, -0.02682070859118304}
{-0.5, -0.02042765531499324}
{-0.4666666666666681, -0.0034843046283805686}
{-0.4333333333333353, 0.0051437421225484425}
{-0.4000000000000032, 0.0048414005017899265}
{-0.36666666666666564, 0.025661565432508204}
{-0.33333333333333276, 0.03889689078269327}
{-0.2999999999999982, 0.05592183057535574}
{-0.2666666666666659, 0.06572908743593678}
{-0.23333333333333406, 0.0655126484381569}
{-0.2000000000000016, 0.07670539902286708}
{-0.16666666666666638, 0.09361880624127839}
{-0.13333333333333294, 0.11368432750134184}
{-0.1000000000000008, 0.11527318725807353}
{-0.06666666666666647, 0.10732157896382462}
{-0.033333333333333236, 0.09834427289563148}
{0., 0.11302825952964127}
{0.033333333333333236, 0.13275382457220308}
{0.06666666666666647, 0.14194564337284615}
{0.1000000000000008, 0.14553776808848445}
{0.13333333333333294, 0.14284433868020813}
{0.16666666666666638, 0.13460124118160413}
{0.2000000000000016, 0.13586343524028313}
{0.23333333333333406, 0.14833206923922507}
{0.2666666666666659, 0.14426202791880136}
{0.2999999999999982, 0.11330557895321987}
{0.33333333333333276, 0.10929212694459706}
{0.36666666666666564, 0.11682001535457072}
{0.4000000000000032, 0.12130089413939571}
{0.4333333333333353, 0.10355863482779165}
{0.4666666666666681, 0.11513882419124993}
{0.5, 0.10337979839822943}
{0.5333333333333318, 0.09898048339395399}
{0.5666666666666642, 0.09016257115808961}
{0.5999999999999964, 0.09666684406257844}
{0.6333333333333308, 0.09855335903097177}
{0.6666666666666655, 0.10284127794858063}
{0.6999999999999943, 0.1082311804997984}
{0.7333333333333313, 0.12923961342539092}
{0.7666666666666679, 0.13713937904322346}
{0.8000000000000064, 0.18257545409651535}
{0.8333333333333305, 0.20035249565963625}
{0.8666666666666706, 0.22518829846228147}
{0.8999999999999948, 0.24899821018835858}
{0.9333333333333362, 0.27148697105685987}
{0.9666666666666571, 0.2686673400305085}
{1., 0.2805916672814627}
{1.0333333333333439, 0.30171306033574063}
{1.0666666666666635, 0.303837378497834}
{1.1000000000000085, 0.3187941678701406}
{1.1333333333333284, 0.32421893055369616}
{1.166666666666674, 0.3169765818112191}
{1.1999999999999929, 0.3298850190592938}
{1.2333333333333383, 0.32759508103189156}
{1.2666666666666615, 0.3342907255338219}
{1.300000000000003, 0.3360731593748675}
{1.333333333333331, 0.3401206174512404}
{1.3666666666666718, 0.3476016586635648}
{1.3999999999999886, 0.35160217404417854}
{1.4333333333333262, 0.3514005452468168}
{1.4666666666666626, 0.3549236979196792}
{1.5, 0.3623929096626775}
{1.5333333333333359, 0.36448765735350375}
{1.5666666666666775, 0.3689250545856376}
{1.6000000000000127, 0.36905169437977675}
{1.6333333333333278, 0.39015380672789474}
{1.666666666666661, 0.37141855879215596}
{1.7000000000000084, 0.367443829933563}
{1.7333333333333412, 0.35492043758071756}
{1.7666666666666586, 0.364709882692145}
{1.7999999999999896, 0.38268638776607344}
{1.833333333333342, 0.3841053982290131}
{1.8666666666666725, 0.37289078774882517}
{1.8999999999999857, 0.3618148067628205}
{1.9333333333333143, 0.3753092998663336}
{1.9666666666666714, 0.3800820148575612}
{2., 0.39258695621693673}
{2.033333333333328, 0.37891740123591444}
{2.0666666666666877, 0.3626358129677121}
{2.100000000000015, 0.37953184656816286}
{2.133333333333327, 0.39458393117686497}
{2.1666666666666536, 0.382692371080074}
{2.200000000000017, 0.3787995960233003}
{2.2333333333333427, 0.40234149900382704}
{2.266666666666657, 0.41522973347839137}
{2.299999999999982, 0.41772985825129466}
{2.333333333333348, 0.4276906591761478}
{2.366666666666672, 0.41587592120675887}
{2.3999999999999857, 0.4338051920593661}
{2.4333333333333114, 0.4314548770725981}
{2.4666666666666766, 0.45083050278979186}
{2.5, 0.4507972618442897}
{2.533333333333323, 0.46505886881280717}
{2.566666666666684, 0.46232471989991963}
{2.600000000000006, 0.44427996747700976}
{2.633333333333339, 0.45353445978091506}
{2.666666666666662, 0.4390291441528581}
{2.700000000000022, 0.42406571422534245}
{2.7333333333333436, 0.42293086945271413}
{2.7666666666666564, 0.3930662248062759}
{2.799999999999977, 0.3776876143414893}
{2.8333333333333335, 0.3639782646961954}
{2.8666666666666525, 0.3618806187858174}
{2.9000000000000044, 0.3536521990987868}
{2.933333333333325, 0.347351427335538}
{2.9666666666666797, 0.3566232585079544}
{3., 0.347380152149521}
