{2.145, 57.71347214459267}
{2.19, 81.53215220422175}
{2.235, 25.820577967817236}
{2.28, 35.71356293979765}
{2.325, 11.701646398244943}
{2.37, 18.43573863800819}
{2.415, 14.969656506261808}
{2.46, 17.577917635502896}
{2.505, 19.391064174550603}
{2.55, 29.29899881325737}
{2.595, 33.92215408392206}
{2.64, 51.12144474314989}
{2.685, 29.27378010101675}
{2.73, 18.871954953901657}
{2.775, 38.38649551276632}
{2.82, 57.33950849522386}
{2.865, 25.74574099129217}
{2.91, 42.44355346937002}
{2.955, 36.59556698180354}
{3., 33.520143143324745}
{3.045, 61.76709481557889}
{3.09, 45.955539662838945}
{3.135, 49.63433483087642}
{3.18, 39.996705577475296}
{3.225, 36.892244294404804}
{3.27, 46.842425301701816}
{3.315, 39.81757616516768}
{3.36, 43.399734927772826}
{3.405, 27.648781851772355}
{3.45, 27.01121229550384}
{3.495, 29.92116409880478}
{3.54, 26.498401815140525}
{3.585, 38.64399598240456}
{3.63, 40.25422781209327}
{3.675, 30.888683174461494}
{3.72, 26.28136923156797}
{3.765, 19.61208280809724}
{3.81, 13.380544009689984}
{3.855, 11.287290183384604}
{3.9, 9.805803797220106}
{3.945, 9.375695621101098}
{3.99, 8.56072674577563}
{4.035, 7.996295689367582}
{4.08, 8.059697210071333}
{4.125, 6.6245715627347765}
{4.17, 6.416141986655709}
{4.215, 6.3433883874319905}
{4.26, 5.991121397733414}
{4.305, 5.991121397733414}
{4.35, 10.347484799914383}
{4.395, 6.815396799217048}
{4.44, 6.443895472282766}
{4.485, 5.011918700664373}
{4.53, 0.}
{4.575, 0.}
{4.62, 0.}
{4.665, 0.}
{4.71, 0.}
{4.755, 0.}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
