{3.21, 0.8317757009345794}
{3.255, 0.8598130841121495}
{3.3, 0.794392523364486}
{3.345, 0.8130841121495327}
{3.39, 0.7570093457943925}
{3.435, 0.7570093457943925}
{3.48, 0.8411214953271028}
{3.525, 0.7850467289719626}
{3.57, 0.6448598130841121}
{3.615, 0.49532710280373826}
{3.66, 0.37383177570093457}
{3.705, 0.37383177570093457}
{3.75, 0.308411214953271}
{3.795, 0.29906542056074764}
{3.84, 0.102803738317757}
{3.885, 0.12149532710280372}
{3.93, 0.14953271028037382}
{3.975, 0.22429906542056072}
{4.02, 0.12149532710280372}
{4.065, 0.12149532710280372}
{4.11, 0.08411214953271028}
{4.155, 0.12149532710280372}
{4.2, 0.12149532710280372}
{4.245, 0.07476635514018691}
{4.29, 0.17757009345794392}
{4.335, 0.12149532710280372}
{4.38, 0.11214953271028036}
{4.425, 0.102803738317757}
{4.47, 0.14018691588785046}
{4.515, 0.19626168224299065}
{4.56, 0.018691588785046728}
{4.605, 0.}
{4.65, 0.}
{4.695, 0.}
{4.74, 0.}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
