{1.41, 0}
{1.455, 0}
{1.5, 0}
{1.545, 0}
{1.59, 0}
{1.635, 1}
{1.68, 0}
{1.725, 4}
{1.77, 9}
{1.815, 11}
{1.86, 1}
{1.905, 9}
{1.95, 12}
{1.995, 10}
{2.04, 4}
{2.085, 4}
{2.13, 4}
{2.175, 3}
{2.22, 3}
{2.265, 6}
{2.31, 0}
{2.355, 4}
{2.4, 0}
{2.445, 0}
{2.49, 0}
{2.535, 0}
{2.58, 0}
{2.625, 0}
{2.67, 0}
{2.715, 0}
{2.76, 0}
{2.805, 0}
{2.85, 0}
{2.895, 0}
{2.94, 0}
{2.985, 0}
{3.03, 0}
{3.075, 0}
{3.12, 0}
{3.165, 0}
