{1.41, 101.2366051316835}
{1.455, 558.9915791911392}
{1.5, 431.4351494138365}
{1.545, 76.56565275026378}
{1.59, 67.23075575802129}
{1.635, 42.66879517580914}
{1.68, 65.06586563356532}
{1.725, 51.96966901631439}
{1.77, 42.44237386688224}
{1.815, 30.482086753453352}
{1.86, 44.195076182367444}
{1.905, 19.046621367452182}
{1.95, 20.271121177975125}
{1.995, 16.6508245964078}
{2.04, 6.586244233743173}
{2.085, 0.}
{2.13, 2.8640517683085225}
{2.175, 0.}
{2.22, 0.}
{2.265, 0.}
{2.31, 4.457080763640561}
{2.355, 0.}
{2.4, 3.5804872040548306}
{2.445, 0.}
{2.49, 0.}
{2.535, 0.}
{2.58, 0.}
{2.625, 0.}
{2.67, 0.}
{2.715, 0.}
{2.76, 0.}
{2.805, 0.}
{2.85, 0.}
{2.895, 0.}
{2.94, 0.}
{2.985, 0.}
{3.03, 0.}
{3.075, 0.}
{3.12, 0.}
{3.165, 0.}
