{2.145, 0.02403846153846154}
{2.19, 0.05288461538461539}
{2.235, 0.038461538461538464}
{2.28, 0.10096153846153846}
{2.325, 0.1201923076923077}
{2.37, 0.04807692307692308}
{2.415, 0.08653846153846154}
{2.46, 0.06730769230769232}
{2.505, 0.10096153846153846}
{2.55, 0.15384615384615385}
{2.595, 0.20673076923076925}
{2.64, 0.2403846153846154}
{2.685, 0.44230769230769235}
{2.73, 0.5384615384615385}
{2.775, 0.4711538461538462}
{2.82, 0.5336538461538461}
{2.865, 0.576923076923077}
{2.91, 0.4567307692307693}
{2.955, 0.4711538461538462}
{3., 0.6586538461538461}
{3.045, 0.7355769230769231}
{3.09, 0.5528846153846154}
{3.135, 0.5576923076923077}
{3.18, 0.6153846153846154}
{3.225, 0.6826923076923077}
{3.27, 0.8076923076923077}
{3.315, 0.7451923076923077}
{3.36, 0.7692307692307693}
{3.405, 0.6682692307692308}
{3.45, 0.9471153846153847}
{3.495, 1.}
{3.54, 0.7115384615384616}
{3.585, 0.7932692307692308}
{3.63, 0.8653846153846154}
{3.675, 0.875}
{3.72, 0.7836538461538461}
{3.765, 0.5576923076923077}
{3.81, 0.5528846153846154}
{3.855, 0.5480769230769231}
{3.9, 0.3701923076923077}
{3.945, 0.4086538461538462}
{3.99, 0.32211538461538464}
{4.035, 0.2451923076923077}
{4.08, 0.25480769230769235}
{4.125, 0.17307692307692307}
{4.17, 0.1778846153846154}
{4.215, 0.15865384615384617}
{4.26, 0.13942307692307693}
{4.305, 0.16826923076923078}
{4.35, 0.15384615384615385}
{4.395, 0.125}
{4.44, 0.22115384615384617}
{4.485, 0.17307692307692307}
{4.53, 0.14903846153846154}
{4.575, 0.1201923076923077}
{4.62, 0.009615384615384616}
{4.665, 0.004807692307692308}
{4.71, 0.014423076923076924}
{4.755, 0.004807692307692308}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
