{2.49, 0.014423076923076924}
{2.535, 0.04807692307692308}
{2.58, 0.057692307692307696}
{2.625, 0.12980769230769232}
{2.67, 0.16346153846153846}
{2.715, 0.2884615384615385}
{2.76, 0.40384615384615385}
{2.805, 0.39903846153846156}
{2.85, 0.5384615384615385}
{2.895, 0.40384615384615385}
{2.94, 0.5528846153846154}
{2.985, 0.5}
{3.03, 0.5961538461538461}
{3.075, 0.5432692307692308}
{3.12, 0.4951923076923077}
{3.165, 0.4182692307692308}
{3.21, 0.4519230769230769}
