{1.41, 8}
{1.455, 10}
{1.5, 20}
{1.545, 15}
{1.59, 21}
{1.635, 29}
{1.68, 33}
{1.725, 38}
{1.77, 37}
{1.815, 35}
{1.86, 42}
{1.905, 43}
{1.95, 51}
{1.995, 41}
{2.04, 24}
{2.085, 18}
{2.13, 17}
{2.175, 15}
{2.22, 13}
{2.265, 5}
{2.31, 3}
{2.355, 1}
{2.4, 2}
{2.445, 7}
{2.49, 3}
{2.535, 2}
{2.58, 3}
{2.625, 0}
{2.67, 0}
{2.715, 0}
{2.76, 0}
{2.805, 2}
{2.85, 0}
{2.895, 0}
{2.94, 0}
{2.985, 0}
{3.03, 0}
{3.075, 0}
{3.12, 0}
{3.165, 0}
