{2.145, 22.197489286381796}
{2.19, 64.06097673188852}
{2.235, 41.31292474850758}
{2.28, 62.498735144645885}
{2.325, 58.50823199122471}
{2.37, 18.43573863800819}
{2.415, 33.68172713908907}
{2.46, 24.609084689704055}
{2.505, 37.01930433323297}
{2.55, 42.616725546556175}
{2.595, 58.34610502434594}
{2.64, 63.901805928937364}
{2.685, 92.8685437687428}
{2.73, 100.65042642080884}
{2.775, 96.45837333977177}
{2.82, 109.73595591327326}
{2.865, 93.62087633197152}
{2.91, 80.64275159180303}
{2.955, 73.19113396360709}
{3., 93.7195838905202}
{3.045, 152.42525010941245}
{3.09, 99.71485021182035}
{3.135, 104.68332437057573}
{3.18, 104.48119007993546}
{3.225, 119.06133385921551}
{3.27, 122.96136641696727}
{3.315, 121.01420207060765}
{3.36, 133.5376459316087}
{3.405, 83.54740603035559}
{3.45, 115.67845265683165}
{3.495, 132.41706665002965}
{3.54, 89.1309879236545}
{3.585, 113.86177387672774}
{3.63, 134.18075937364424}
{3.675, 114.72939464799984}
{3.72, 80.82760725935056}
{3.765, 71.0938001793525}
{3.81, 59.18317542747493}
{3.855, 61.27386099551642}
{3.9, 39.739310125576225}
{3.945, 41.943901462820705}
{3.99, 35.84804324793545}
{4.035, 27.187405343849775}
{4.08, 28.47759680891871}
{4.125, 19.87371468820433}
{4.17, 21.581568500569205}
{4.215, 19.030165162295972}
{4.26, 17.3742520534269}
{4.305, 20.96892489206695}
{4.35, 23.65139382837573}
{4.395, 19.68892408662703}
{4.44, 32.93546574722303}
{4.485, 25.775581889131065}
{4.53, 22.08226970400926}
{4.575, 16.006977505522567}
{4.62, 1.2805582004418055}
{4.665, 0.69903682512014}
{4.71, 2.1580498259636403}
{4.755, 0.71934994198788}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
