{3.21, 50}
{3.255, 63}
{3.3, 54}
{3.345, 55}
{3.39, 64}
{3.435, 53}
{3.48, 64}
{3.525, 59}
{3.57, 57}
{3.615, 52}
{3.66, 41}
{3.705, 37}
{3.75, 26}
{3.795, 28}
{3.84, 17}
{3.885, 16}
{3.93, 23}
{3.975, 9}
{4.02, 17}
{4.065, 17}
{4.11, 19}
{4.155, 27}
{4.2, 26}
{4.245, 25}
{4.29, 26}
{4.335, 18}
{4.38, 26}
{4.425, 22}
{4.47, 27}
{4.515, 8}
{4.56, 1}
{4.605, 1}
{4.65, 0}
{4.695, 0}
{4.74, 0}
{4.785, 0}
{4.83, 0}
{4.875, 0}
{4.92, 0}
{4.965, 0}
{5.01, 0}
