{3.21, 0.78125}
{3.255, 0.984375}
{3.3, 0.84375}
{3.345, 0.859375}
{3.39, 1.}
{3.435, 0.828125}
{3.48, 1.}
{3.525, 0.921875}
{3.57, 0.890625}
{3.615, 0.8125}
{3.66, 0.640625}
{3.705, 0.578125}
{3.75, 0.40625}
{3.795, 0.4375}
{3.84, 0.265625}
{3.885, 0.25}
{3.93, 0.359375}
{3.975, 0.140625}
{4.02, 0.265625}
{4.065, 0.265625}
{4.11, 0.296875}
{4.155, 0.421875}
{4.2, 0.40625}
{4.245, 0.390625}
{4.29, 0.40625}
{4.335, 0.28125}
{4.38, 0.40625}
{4.425, 0.34375}
{4.47, 0.421875}
{4.515, 0.125}
{4.56, 0.015625}
{4.605, 0.015625}
{4.65, 0.}
{4.695, 0.}
{4.74, 0.}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
