{2.145, 0.03125}
{2.19, 0.}
{2.235, 0.}
{2.28, 0.046875}
{2.325, 0.}
{2.37, 0.}
{2.415, 0.015625}
{2.46, 0.078125}
{2.505, 0.03125}
{2.55, 0.0625}
{2.595, 0.046875}
{2.64, 0.0625}
{2.685, 0.140625}
{2.73, 0.171875}
{2.775, 0.203125}
{2.82, 0.1875}
{2.865, 0.234375}
{2.91, 0.3125}
{2.955, 0.28125}
{3., 0.34375}
{3.045, 0.375}
{3.09, 0.46875}
{3.135, 0.453125}
{3.18, 0.59375}
{3.225, 0.4375}
{3.27, 0.4375}
{3.315, 0.4375}
{3.36, 0.75}
{3.405, 0.828125}
{3.45, 0.53125}
{3.495, 0.84375}
{3.54, 0.578125}
{3.585, 0.75}
{3.63, 0.8125}
{3.675, 0.640625}
{3.72, 0.59375}
{3.765, 0.5625}
{3.81, 0.65625}
{3.855, 0.546875}
{3.9, 0.59375}
{3.945, 0.46875}
{3.99, 0.609375}
{4.035, 0.5}
{4.08, 0.34375}
{4.125, 0.34375}
{4.17, 0.234375}
{4.215, 0.375}
{4.26, 0.46875}
{4.305, 0.3125}
{4.35, 0.328125}
{4.395, 0.375}
{4.44, 0.265625}
{4.485, 0.0625}
{4.53, 0.015625}
{4.575, 0.}
{4.62, 0.0625}
{4.665, 0.}
{4.71, 0.}
{4.755, 0.}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
