{1.95, 0.}
{1.995, 0.03125}
{2.04, 0.}
{2.085, 0.}
{2.13, 0.0625}
{2.175, 0.046875}
{2.22, 0.03125}
{2.265, 0.015625}
{2.31, 0.0625}
{2.355, 0.}
{2.4, 0.140625}
{2.445, 0.1875}
{2.49, 0.140625}
{2.535, 0.375}
{2.58, 0.46875}
{2.625, 0.3125}
{2.67, 0.390625}
{2.715, 0.53125}
{2.76, 0.265625}
{2.805, 0.25}
{2.85, 0.09375}
{2.895, 0.015625}
{2.94, 0.046875}
