{-6, 1.1094184883347225}
{-179/30, 1.0686828263249664}
{-89/15, 1.0618595805407602}
{-59/10, 1.1021720027249204}
{-88/15, 1.097412752718169}
{-35/6, 1.1452957270505193}
{-29/5, 1.2106157692923996}
{-173/30, 1.1919753357517866}
{-86/15, 1.2184225371029216}
{-57/10, 1.1810792938225094}
{-17/3, 1.1041434313376068}
{-169/30, 1.1155588275991388}
{-28/5, 1.1094809450904866}
{-167/30, 1.1207820989573978}
{-83/15, 1.1132031357474288}
{-11/2, 1.0970331726001985}
{-82/15, 1.0870918917298853}
{-163/30, 1.0817851185704976}
{-27/5, 1.0953960883411191}
{-161/30, 1.0816802310472728}
{-16/3, 1.1003285405299144}
{-53/10, 1.0916680314047669}
{-79/15, 1.093631831432583}
{-157/30, 1.1005099099554307}
{-26/5, 1.1176049317028247}
{-31/6, 1.100221721227795}
{-77/15, 1.089929487058526}
{-51/10, 1.1320454974120155}
{-76/15, 1.1236677262147494}
{-151/30, 1.1430747609465526}
{-5, 1.1311051677012969}
{-149/30, 1.1261657878896698}
{-74/15, 1.1554058431296486}
{-49/10, 1.1573633442148616}
{-73/15, 1.1537663288701545}
{-29/6, 1.172268956156305}
{-24/5, 1.1322916403201282}
{-143/30, 1.1606474512678189}
{-71/15, 1.1654772525551003}
{-47/10, 1.1623890579330602}
{-14/3, 1.1651051330385656}
{-139/30, 1.1729370556618126}
{-23/5, 1.189302594219384}
{-137/30, 1.2081513059580569}
{-68/15, 1.2091850965864084}
{-9/2, 1.2123620440594416}
{-67/15, 1.218207699340885}
{-133/30, 1.219330706855028}
{-22/5, 1.2215502678629777}
{-131/30, 1.2207305254765337}
{-13/3, 1.218461296843616}
{-43/10, 1.2135178566085105}
{-64/15, 1.1882971632879002}
{-127/30, 1.1995917552705653}
{-21/5, 1.218416249014519}
{-25/6, 1.2092825476213391}
{-62/15, 1.2532183253952642}
{-41/10, 1.2361773498006772}
{-61/15, 1.2421128745208667}
{-121/30, 1.2380222345570249}
{-4, 1.25943775455566}
{-119/30, 1.2365649999444395}
{-59/15, 1.2425296854260173}
{-39/10, 1.2495452083768257}
{-58/15, 1.2580238441348042}
{-23/6, 1.2500579186783487}
{-19/5, 1.2397983236777512}
{-113/30, 1.2298698856772385}
{-56/15, 1.2588734078717294}
{-37/10, 1.2638799486046697}
{-11/3, 1.2794597322701955}
{-109/30, 1.2633545740226992}
{-18/5, 1.244790338130398}
{-107/30, 1.2841344660715364}
{-53/15, 1.2904752158876076}
{-7/2, 1.2900788018582727}
{-52/15, 1.310818828058387}
{-103/30, 1.3361932771344218}
{-17/5, 1.4654591193628579}
{-101/30, 1.331551774689552}
{-10/3, 1.2890969611582912}
{-33/10, 1.288671463977827}
{-49/15, 1.3097161004678823}
