{3.21, 0.217391}
{3.255, 0.471014}
{3.3, 0.449275}
{3.345, 0.434783}
{3.39, 0.507246}
{3.435, 0.630435}
{3.48, 0.731884}
{3.525, 0.601449}
{3.57, 0.644928}
{3.615, 0.586957}
{3.66, 0.601449}
{3.705, 0.65942}
{3.75, 0.463768}
{3.795, 0.456522}
{3.84, 0.608696}
{3.885, 0.623188}
{3.93, 0.57971}
{3.975, 0.789855}
{4.02, 0.746377}
{4.065, 0.891304}
{4.11, 0.543478}
{4.155, 0.688406}
{4.2, 0.746377}
{4.245, 0.905797}
{4.29, 0.681159}
{4.335, 0.710145}
{4.38, 0.644928}
{4.425, 0.492754}
{4.47, 0.318841}
{4.515, 0.210145}
{4.56, 0.0289855}
{4.605, 0.}
{4.65, 0.00724638}
{4.695, 0.00724638}
{4.74, 0.00724638}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
