{3.21, 186.0468962209741}
{3.255, 228.86721360516654}
{3.3, 150.6093921788838}
{3.345, 233.55017730876978}
{3.39, 206.19745384017511}
{3.435, 237.7582886116305}
{3.48, 210.40556514303583}
{3.525, 204.09339818874477}
{3.57, 174.63661906871974}
{3.615, 223.02989905161797}
{3.66, 187.26095297730188}
{3.705, 206.19745384017511}
{3.75, 218.82178774875726}
{3.795, 227.2380103544787}
{3.84, 216.71773209732692}
{3.885, 250.38262252021264}
{3.93, 134.76399190931502}
{3.975, 174.13324797271042}
{4.02, 148.39181131587497}
{4.065, 134.76399190931502}
{4.11, 131.73558759674614}
{4.155, 125.6787789716084}
{4.2, 78.73851212679081}
{4.245, 89.33792722078188}
{4.29, 101.301684435967}
{4.335, 92.85987739963642}
{4.38, 56.98219749523144}
{4.425, 59.09264925431408}
{4.47, 156.34722843268156}
{4.515, 120.61071907664007}
{4.56, 125.07778274614526}
{4.605, 200.49120344844872}
{4.65, 157.05144270128483}
{4.695, 100.24560172422436}
{4.74, 325.93609298594583}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
