{2.145, 0.017467248908296942}
{2.19, 0.026200873362445413}
{2.235, 0.026200873362445413}
{2.28, 0.048034934497816595}
{2.325, 0.05240174672489083}
{2.37, 0.09170305676855894}
{2.415, 0.074235807860262}
{2.46, 0.14410480349344978}
{2.505, 0.13973799126637554}
{2.55, 0.17467248908296942}
{2.595, 0.20524017467248906}
{2.64, 0.2576419213973799}
{2.685, 0.3187772925764192}
{2.73, 0.2445414847161572}
{2.775, 0.5021834061135371}
{2.82, 0.32751091703056767}
{2.865, 0.37117903930131}
{2.91, 0.4890829694323144}
{2.955, 0.4759825327510917}
{3., 0.4585152838427947}
{3.045, 0.47161572052401746}
{3.09, 0.4323144104803493}
{3.135, 0.5065502183406113}
{3.18, 0.7117903930131004}
{3.225, 1.}
{3.27, 0.685589519650655}
{3.315, 0.5676855895196506}
{3.36, 0.6681222707423581}
{3.405, 0.5851528384279475}
{3.45, 0.5371179039301309}
{3.495, 0.5240174672489083}
{3.54, 0.4541484716157205}
{3.585, 0.6419213973799126}
{3.63, 0.4585152838427947}
{3.675, 0.34061135371179035}
{3.72, 0.49344978165938863}
{3.765, 0.33624454148471616}
{3.81, 0.35807860262008734}
{3.855, 0.40611353711790393}
{3.9, 0.24890829694323144}
{3.945, 0.22270742358078602}
{3.99, 0.23144104803493448}
{4.035, 0.2707423580786026}
{4.08, 0.21834061135371177}
{4.125, 0.15283842794759825}
{4.17, 0.3318777292576419}
{4.215, 0.27510917030567683}
{4.26, 0.2663755458515284}
{4.305, 0.17467248908296942}
{4.35, 0.14410480349344978}
{4.395, 0.043668122270742356}
{4.44, 0.021834061135371178}
{4.485, 0.017467248908296942}
{4.53, 0.034934497816593885}
{4.575, 0.004366812227074236}
{4.62, 0.004366812227074236}
{4.665, 0.}
{4.71, 0.}
{4.755, 0.}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
