{3.21, 0.4104803493449781}
{3.255, 0.42358078602620086}
{3.3, 0.47161572052401746}
{3.345, 0.42358078602620086}
{3.39, 0.4497816593886463}
{3.435, 0.5371179039301309}
{3.48, 0.36244541484716153}
{3.525, 0.37554585152838427}
{3.57, 0.4585152838427947}
{3.615, 0.3537117903930131}
{3.66, 0.3537117903930131}
{3.705, 0.3537117903930131}
{3.75, 0.2707423580786026}
{3.795, 0.20524017467248906}
{3.84, 0.2794759825327511}
{3.885, 0.20087336244541484}
{3.93, 0.2445414847161572}
{3.975, 0.1965065502183406}
{4.02, 0.15720524017467247}
{4.065, 0.23144104803493448}
{4.11, 0.23580786026200873}
{4.155, 0.2576419213973799}
{4.2, 0.1615720524017467}
{4.245, 0.17467248908296942}
{4.29, 0.13973799126637554}
{4.335, 0.21834061135371177}
{4.38, 0.12663755458515283}
{4.425, 0.1615720524017467}
{4.47, 0.09606986899563319}
{4.515, 0.021834061135371178}
{4.56, 0.013100436681222707}
{4.605, 0.004366812227074236}
{4.65, 0.}
{4.695, 0.}
{4.74, 0.}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
