{-8., -0.001528658679678519}
{-7.900000000000013, -0.0010138625222120283}
{-7.799999999999976, -0.0007442002098133647}
{-7.700000000000025, -0.00015392127435291618}
{-7.599999999999991, 0.00012909531547759275}
{-7.5, 5.3651744223380285*^-6}
{-7.4000000000000075, -0.00030064120130956866}
{-7.299999999999977, 0.000027743382836033103}
{-7.200000000000023, -0.0004538534795656719}
{-7.099999999999997, -0.0002806522983622044}
{-7., -0.00015920947143180936}
{-6.9, -0.000010339823879201392}
{-6.799999999999978, -0.00023739259708699249}
{-6.700000000000022, -0.0007334491753619106}
{-6.600000000000003, -0.0006330564372084949}
{-6.5, -0.00015645918297986974}
{-6.399999999999993, 0.00007409029008919293}
{-6.299999999999979, -0.0003404450219476359}
{-6.20000000000002, -0.00035604709000471057}
{-6.100000000000011, 0.00012896658793068368}
{-6., -0.00020513432181575093}
{-5.899999999999985, -0.000045389377581175495}
{-5.799999999999981, 0.00042854008182771023}
{-5.700000000000019, 0.0005586246407558945}
{-5.600000000000016, 0.000293355893926906}
{-5.5, 0.000573595265511028}
{-5.399999999999984, 0.0014887548309937644}
{-5.299999999999984, 0.002382694549802845}
{-5.200000000000016, 0.0025092621246186188}
{-5.100000000000015, 0.0029472769327927016}
{-5., 0.00437455567997848}
{-4.899999999999986, 0.005537768802310244}
{-4.799999999999987, 0.006601160205504092}
{-4.700000000000013, 0.007449330014709729}
{-4.600000000000015, 0.008553826673409587}
{-4.5, 0.009286588206151134}
{-4.399999999999986, 0.010491657573196651}
{-4.299999999999991, 0.010762674845681693}
{-4.200000000000009, 0.011304584784014674}
{-4.100000000000013, 0.01078128451089337}
{-4., 0.010859244129201086}
{-3.899999999999988, 0.010597396324639725}
{-3.7999999999999954, 0.010346225525605003}
{-3.7000000000000037, 0.009907466374926822}
{-3.6000000000000116, 0.009227099675178308}
{-3.5, 0.00858246724282315}
{-3.399999999999989, 0.00895079790303276}
{-3.3000000000000016, 0.00859990832421095}
{-3.1999999999999966, 0.009116916377201295}
{-3.10000000000001, 0.009790126383548346}
{-3., 0.010849300048031694}
{-2.8999999999999906, 0.012240207928174766}
{-2.800000000000008, 0.013349084017692397}
{-2.699999999999992, 0.01469070684830231}
{-2.600000000000008, 0.015440979057132542}
{-2.5, 0.017556094608619562}
{-2.3999999999999937, 0.01999694156381212}
{-2.3000000000000074, 0.021423081311820958}
{-2.199999999999993, 0.0231177854875546}
{-2.1000000000000045, 0.02493153073524368}
{-2., 0.0269051533347722}
{-1.8999999999999977, 0.028270707224304355}
{-1.8000000000000058, 0.030417811834428998}
{-1.6999999999999944, 0.03259081292438999}
{-1.5999999999999983, 0.03491821263233317}
{-1.5, 0.03687570045861704}
{-1.400000000000004, 0.03850272556118302}
{-1.300000000000004, 0.04047103972669529}
{-1.1999999999999968, 0.04166898894193958}
{-1.0999999999999965, 0.04260406693094725}
{-1., 0.042960527193379776}
{-0.9000000000000028, 0.04175090703721193}
{-0.7999999999999992, 0.040300890150381866}
{-0.7000000000000018, 0.03741575215284761}
{-0.5999999999999984, 0.033277319361890226}
{-0.5, 0.02720691832221086}
{-0.3999999999999993, 0.020198089210206133}
{-0.2999999999999992, 0.013276816465254155}
{-0.19999999999999962, 0.006702408638861829}
{-0.09999999999999981, 0.0007566933994314236}
{0., -0.003563208355261442}
{0.09999999999999981, -0.006664547003372636}
{0.20000000000000204, -0.007987415249640747}
{0.2999999999999993, -0.00861538509500778}
{0.39999999999999963, -0.009465424990660326}
{0.5, -0.009411939194979875}
{0.5999999999999984, -0.009340637076774001}
{0.7000000000000026, -0.009045320196884988}
{0.7999999999999993, -0.008890652848917591}
{0.9000000000000029, -0.00854191499273293}
{1., -0.008120109487555148}
