{1.95, 19.18673987961143}
{1.995, 8.22288851983347}
{2.04, 10.96385135977796}
{2.085, 17.65066942370123}
{2.13, 11.767112949134154}
{2.175, 7.231907008420419}
{2.22, 7.231907008420419}
{2.265, 11.364425298946372}
{2.31, 17.415784883708273}
{2.355, 13.061838662781206}
{2.4, 4.353946220927068}
{2.445, 5.121218735343712}
{2.49, 11.404561335767394}
{2.535, 17.921453527634476}
{2.58, 14.55705784392505}
{2.625, 10.917793382943787}
{2.67, 27.57246308418361}
{2.715, 16.075124414765003}
{2.76, 62.35680668714396}
{2.805, 42.09241389470583}
{2.85, 226.98899103393484}
{2.895, 275.626360905157}
{2.94, 121.85967614572468}
