{3.21, 0.30857142857142855}
{3.255, 0.4514285714285714}
{3.3, 0.4114285714285714}
{3.345, 0.44571428571428573}
{3.39, 0.41714285714285715}
{3.435, 0.4342857142857143}
{3.48, 0.3942857142857143}
{3.525, 0.3028571428571429}
{3.57, 0.36}
{3.615, 0.4114285714285714}
{3.66, 0.41714285714285715}
{3.705, 0.34285714285714286}
{3.75, 0.29714285714285715}
{3.795, 0.32571428571428573}
{3.84, 0.32571428571428573}
{3.885, 0.2571428571428571}
{3.93, 0.17714285714285713}
{3.975, 0.2057142857142857}
{4.02, 0.16}
{4.065, 0.12}
{4.11, 0.1657142857142857}
{4.155, 0.14285714285714285}
{4.2, 0.11428571428571428}
{4.245, 0.06285714285714286}
{4.29, 0.14285714285714285}
{4.335, 0.06285714285714286}
{4.38, 0.10285714285714286}
{4.425, 0.15428571428571428}
{4.47, 0.2}
{4.515, 0.17142857142857143}
{4.56, 0.2057142857142857}
{4.605, 0.06857142857142857}
{4.65, 0.017142857142857144}
{4.695, 0.}
{4.74, 0.}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
