{2.145, 0.09142857142857143}
{2.19, 0.11428571428571428}
{2.235, 0.05714285714285714}
{2.28, 0.07428571428571429}
{2.325, 0.05142857142857143}
{2.37, 0.06857142857142857}
{2.415, 0.13714285714285715}
{2.46, 0.12571428571428572}
{2.505, 0.13714285714285715}
{2.55, 0.21714285714285714}
{2.595, 0.4514285714285714}
{2.64, 0.38285714285714284}
{2.685, 0.4342857142857143}
{2.73, 0.8114285714285714}
{2.775, 0.6342857142857142}
{2.82, 0.5657142857142857}
{2.865, 0.8914285714285715}
{2.91, 1.}
{2.955, 0.6285714285714286}
{3., 0.5371428571428571}
{3.045, 0.6628571428571428}
{3.09, 0.3942857142857143}
{3.135, 0.4857142857142857}
{3.18, 0.4514285714285714}
{3.225, 0.5485714285714286}
{3.27, 0.49714285714285716}
{3.315, 0.37142857142857144}
{3.36, 0.6514285714285715}
{3.405, 0.6342857142857142}
{3.45, 0.5942857142857143}
{3.495, 0.6628571428571428}
{3.54, 0.5771428571428572}
{3.585, 0.3314285714285714}
{3.63, 0.2342857142857143}
{3.675, 0.3485714285714286}
{3.72, 0.2742857142857143}
{3.765, 0.24571428571428572}
{3.81, 0.30857142857142855}
{3.855, 0.21142857142857144}
{3.9, 0.10857142857142857}
{3.945, 0.14285714285714285}
{3.99, 0.09714285714285714}
{4.035, 0.17142857142857143}
{4.08, 0.11428571428571428}
{4.125, 0.18857142857142858}
{4.17, 0.15428571428571428}
{4.215, 0.13142857142857142}
{4.26, 0.06857142857142857}
{4.305, 0.09714285714285714}
{4.35, 0.045714285714285714}
{4.395, 0.12571428571428572}
{4.44, 0.22285714285714286}
{4.485, 0.08571428571428572}
{4.53, 0.12571428571428572}
{4.575, 0.10285714285714286}
{4.62, 0.05714285714285714}
{4.665, 0.011428571428571429}
{4.71, 0.}
{4.755, 0.}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
