{1.95, 19.18673987961143}
{1.995, 19.18673987961143}
{2.04, 16.44577703966694}
{2.085, 14.708891186417691}
{2.13, 4.412667355925308}
{2.175, 11.364425298946372}
{2.22, 12.39755487157786}
{2.265, 10.331295726314885}
{2.31, 16.327298328476505}
{2.355, 20.681244549403573}
{2.4, 42.45097565403891}
{2.445, 35.848531147405986}
{2.49, 43.9890222951028}
{2.535, 55.3935836308702}
{2.58, 38.212276840303254}
{2.625, 30.93374791834073}
{2.67, 29.693421782966965}
{2.715, 16.075124414765003}
{2.76, 46.767605015357965}
{2.805, 42.09241389470583}
{2.85, 66.7614679511573}
{2.895, 0.}
{2.94, 24.371935229144935}
