{1.41, 2}
{1.455, 14}
{1.5, 11}
{1.545, 15}
{1.59, 14}
{1.635, 12}
{1.68, 12}
{1.725, 14}
{1.77, 17}
{1.815, 17}
{1.86, 20}
{1.905, 8}
{1.95, 8}
{1.995, 7}
{2.04, 2}
{2.085, 0}
{2.13, 1}
{2.175, 0}
{2.22, 0}
{2.265, 0}
{2.31, 1}
{2.355, 0}
{2.4, 1}
{2.445, 0}
{2.49, 0}
{2.535, 0}
{2.58, 0}
{2.625, 0}
{2.67, 0}
{2.715, 0}
{2.76, 0}
{2.805, 0}
{2.85, 0}
{2.895, 0}
{2.94, 0}
{2.985, 0}
{3.03, 0}
{3.075, 0}
{3.12, 0}
{3.165, 0}
