{3.21, 66.44532007891932}
{3.255, 53.15625606313546}
{3.3, 73.82813342102146}
{3.345, 145.17983994869473}
{3.39, 151.4920069029858}
{3.435, 143.07578429726436}
{3.48, 117.82711648010007}
{3.525, 122.03522778296079}
{3.57, 124.13928343439115}
{3.615, 103.09872692008756}
{3.66, 130.45145038868222}
{3.705, 92.57844866293577}
{3.75, 107.30683822294827}
{3.795, 94.68250431436613}
{3.84, 88.37033736007506}
{3.885, 67.32978084577147}
{3.93, 72.68170350165305}
{3.975, 48.454469001102034}
{4.02, 65.11069272023086}
{4.065, 54.51127762623979}
{4.11, 56.02547978252423}
{4.155, 36.34085175082652}
{4.2, 39.369256063395405}
{4.245, 40.88345821967984}
{4.29, 54.871745736148796}
{4.335, 48.54039045890086}
{4.38, 69.64490804972732}
{4.425, 63.313552772479376}
{4.47, 218.8861198057542}
{4.515, 196.55080145822825}
{4.56, 268.02382017031124}
{4.605, 106.92864183917264}
{4.65, 16.707600287370724}
{4.695, 16.707600287370724}
{4.74, 45.26890180360358}
{4.785, 0.}
{4.83, 0.}
{4.875, 0.}
{4.92, 0.}
{4.965, 0.}
{5.01, 0.}
