{2.145, 0.07}
{2.19, 0.08}
{2.235, 0.09}
{2.28, 0.06}
{2.325, 0.08}
{2.37, 0.05}
{2.415, 0.14}
{2.46, 0.2}
{2.505, 0.23}
{2.55, 0.17}
{2.595, 0.19}
{2.64, 0.25}
{2.685, 0.15}
{2.73, 0.26}
{2.775, 0.32}
{2.82, 0.34}
{2.865, 0.15}
{2.91, 0.43}
{2.955, 0.48}
{3., 0.5}
{3.045, 0.37}
{3.09, 0.41000000000000003}
{3.135, 0.37}
{3.18, 0.4}
{3.225, 0.66}
{3.27, 0.64}
{3.315, 0.66}
{3.36, 0.84}
{3.405, 1.}
{3.45, 0.7000000000000001}
{3.495, 0.8200000000000001}
{3.54, 0.81}
{3.585, 0.78}
{3.63, 0.74}
{3.675, 0.73}
{3.72, 0.73}
{3.765, 0.61}
{3.81, 0.5700000000000001}
{3.855, 0.4}
{3.9, 0.45}
{3.945, 0.5}
{3.99, 0.48}
{4.035, 0.42}
{4.08, 0.31}
{4.125, 0.37}
{4.17, 0.24}
{4.215, 0.36}
{4.26, 0.34}
{4.305, 0.37}
{4.35, 0.25}
{4.395, 0.2}
{4.44, 0.23}
{4.485, 0.18}
{4.53, 0.2}
{4.575, 0.21}
{4.62, 0.11}
{4.665, 0.}
{4.71, 0.}
{4.755, 0.02}
{4.8, 0.}
{4.845, 0.}
{4.89, 0.}
{4.935, 0.}
{4.98, 0.}
{5.025, 0.}
{5.07, 0.}
{5.115, 0.}
{5.16, 0.}
{5.205, 0.}
{5.25, 0.}
